"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11560-00003,문래근린공원,근린공원,서울특별시 영등포구 문래동3가 66,서울특별시 영등포구 문래동3가 66,37.517456,126.894267,23611,"배드민턴장, 게이트볼장",조합놀이대,"음수대, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2018-02-20
11560-00002,자매근린공원,근린공원,서울특별시 영등포구 의사당대로 166,서울특별시 영등포구 여의동 5-6,37.522288,126.929715,16458,게이트볼장,,"음수대, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2018-02-20
11560-00001,신일어린이공원,어린이공원,서울특별시 영등포구 신길1동 455-1,서울특별시 영등포구 신길1동 455-1,37.511852,126.922191,173,헬스형 운동기구 등,조합놀이대,"야외탁자, 평의자 등",,,1940-01-15,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00037,당산나루소공원,소공원,서울특별시 영등포구 당산로 205,서울특별시 영등포구 당산동5가 9-3,37.533224,126.900448,1339,헬스형 운동기구 등,,"파고라, 평의자 등",,,2009-09-10,서울특별시 영등포구청,02-2670-3759,2018-02-20
11560-00023,양평어린이공원,어린이공원,서울특별시 영등포구 양평2동 301-7,서울특별시 영등포구 양평2동 301-7,37.538015,126.898077,2845,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1998-04-06,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00022,영등포근린공원,근린공원,서울특별시 영등포구 신길로 275,서울특별시 영등포구 영등포본동 582-3,37.515778,126.912200,61544,"게이트볼장, 풋살경기장",조합놀이대,"음수대, 평의자 등",,,1997-05-10,서울특별시 영등포구청,02-2670-3716,2018-02-20
11560-00021,양화폭포근린공원,근린공원,서울특별시 영등포구 양평2동 153-2,서울특별시 영등포구 양평2동 153-2,37.548968,126.881219,13000,,,평의자 등,,,1997-03-31,서울특별시 영등포구청,02-2670-3758,2018-02-20
11560-00020,신우어린이공원,어린이공원,서울특별시 영등포구 가마산로47길 13,서울특별시 영등포구 대림3동 657,37.503539,126.899080,3112,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00019,두암어린이공원,어린이공원,서울특별시 영등포구 대림3동 715,서울특별시 영등포구 대림3동 715,37.495428,126.897371,1477,"미끄럼틀, 그네 등",,"파고라, 음수대 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00018,동심어린이공원,어린이공원,서울특별시 영등포구 대림로35길 7,서울특별시 영등포구 대림3동 742,37.498712,126.897326,2820,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00017,원지어린이공원,어린이공원,서울특별시 영등포구 도림로47길 28,서울특별시 영등포구 대림3동 690,37.497577,126.899642,4845,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00016,서강어린이공원,어린이공원,서울특별시 영등포구 영등포동8가 28,서울특별시 영등포구 영등포동8가 28,37.525611,126.908707,1797,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00015,대림어린이공원,어린이공원,서울특별시 영등포구 대림로 106,서울특별시 영등포구 대림1동 870,37.491121,126.903339,6969,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1981-03-10,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00013,다사랑어린이공원,어린이공원,서울특별시 영등포구 대림로23가길 5,서울특별시 영등포구 대림2동 703-6,37.492792,126.899215,1632,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1963-04-26,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00012,산성어린이공원,어린이공원,서울특별시 영등포구 대림3동 752-60,서울특별시 영등포구 대림3동 752-60,37.496859,126.902594,413,헬스형 운동기구 등,조합놀이대,"정자, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00011,양남어린이공원,어린이공원,서울특별시 영등포구 선유로23길 18,서울특별시 영등포구 양평1동 205,37.523165,126.888303,1467,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00010,강마을어린이공원,어린이공원,서울특별시 영등포구 당산동6가 10-7,서울특별시 영등포구 당산2동 10-7,37.532972,126.906681,3329,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
11560-00009,자유어린이공원,어린이공원,서울특별시 영등포구 63로 45,서울특별시 영등포구 여의동 50-3,37.520381,126.936257,5385,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2018-02-20
