"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11530-00012,환경어린이공원,어린이공원,,서울특별시 구로구 구로동 797-1호 일대,37.484981,126.888408,528,체력단련시설 2점,"시소 1기, 조합놀이 1기",,,,1990-10-22,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00013,애경어린이공원,어린이공원,,서울특별시 구로구 구로동 501-22호,37.500156,126.884417,2996,체력단련시설 6점,"그네 1기, 조합놀이 1기",,,,2002-10-09,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00014,테크노근린공원,근린공원,,서울특별시 구로구 구로동 3-39호 일대,37.577985,126.950593,10482,체력단련시설 6점,,음수대 2기,,,2005-01-05,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00015,구로동(다울)소공원,소공원,,서울특별시 구로구 구로동 1286-1호,37.492279,126.888540,243,체력단련시설 4점,,,,,2008-03-31,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00016,도레미어린이공원,어린이공원,,서울특별시 구로구 고척동 331-1호,37.508017,126.852322,326,체력단련시설 3점,조합놀이 1기,,,,1970-03-18,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00017,계남근린공원,근린공원,,서울특별시 구로구 고척동 산2호 일대,37.505292,126.853069,158814,"운동장 1개소, 테니스장 1개소, 체력단력시설 95점",,음수대 1기,,,1971-08-06,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00018,고척근린공원,근린공원,,서울특별시 구로구 고척동 산9-14호 일대,37.492267,126.823399,108120,"운동장 1개소, 테니스장 1개소, 수영장 1개소, 배드민턴 2개소, 게이트볼 1개소, 체력단력시설 56점","모래밭 2기, 시소 1기, 조합놀이 3기","주차장 1개소, 화장실 1개소, 공중전화 3기, 음수대 6기, 시계탑 2기",도서관 1개소,,1977-07-09,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00019,골목어린이공원,어린이공원,,서울특별시 구로구 고척동 224-3호,37.507017,126.853545,266,체력단련시설 2점,"그네 1기, 모래밭 1기, 조합놀이 1기",,,,1978-09-05,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00020,능골어린이공원,어린이공원,,서울특별시 구로구 고척동 220-3호,37.506852,126.854254,357,체력단련시설 6점,"시소 1기, 조합놀이 1기",,,,1979-05-03,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00021,오금어린이공원,어린이공원,,서울특별시 구로구 고척동 57-22,37.504948,126.866221,348,체력단련시설 3점,"모래밭 1기, 조합놀이 1기",,,,1980-07-26,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00022,덕의근린공원,근린공원,,서울특별시 구로구 고척동 339-4호 일대,37.577985,126.950593,5565,체력단련시설 12점,,"음수대1기, 화장실 1개소",,,2001-10-02,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00023,현화소공원,소공원,,서울특별시 구로구 고척동 342-1호 일대,37.502220,126.858768,720,체력단련시설 7점,,,,,2005-07-28,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00024,무궁화소공원,소공원,,서울특별시 구로구 고척동 341-2호 일대,37.502220,126.858768,1166,체력단련시설 3점,,,,,2006-09-21,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00025,개웅어린이공원,어린이공원,,서울특별시 구로구 개봉동 340-8호,37.489928,126.852866,1797,체력단련시설 3점,"모래밭 1기, 시소 1기, 조합놀이 2기",화장실 1개소,,,1970-09-20,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00026,소막골어린이공원,어린이공원,,서울특별시 구로구 개봉동 271-17호,37.488486,126.852386,516,체력단련시설 3점,조합놀이 1기,,,,1978-06-13,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00027,절골어린이공원,어린이공원,,서울특별시 구로구 개봉동 312-25호,37.482821,126.851652,369,체력단련시설 4점,"모래밭 1기, 조합놀이 1기",,,,1978-11-22,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00028,가린열어린이공원,어린이공원,,서울특별시 구로구 개봉동 458-4호,37.500611,126.854191,333,체력단련시설 3점,조합놀이 1기,,,,1979-08-30,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00029,개봉소공원,소공원,,서울특별시 구로구 개봉동 86-40호 일대,37.499696,126.849376,3023,,,,,,2008-11-06,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00030,개웅소공원,소공원,,서울특별시 구로구 개봉동 345-14호 일대,37.488060,126.854735,657,체력단련시설 5점,조합놀이 1기,,,,2010-05-13,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00031,온수도시자연공원,기타,,서울특별시 구로구 오류동 산1-1호 일대,37.571952,126.963169,1097565,"운동장3개소, 배드민턴 2개소, 체력단련시설 84점",,샘터 3개소,,,1971-08-06,서울특별시 구로구청,02-860-2396,2018-02-13
11530-00032,개웅산근린공원,근린공원,,서울특별시 구로구 오류동 산13호 일대,37.500374,126.836930,411972,"배드민턴장 1개소, 체력단련시설 65점",,샘터 1개소,,,1971-08-06,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00033,오동나무어린이공원,어린이공원,,서울특별시 구로구 오류동 177-2호 일대,37.485594,126.838383,1815,,"조합놀이 1기, 흔들놀이 6기, 시소 1기",,,,2004-11-20,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00034,온수어린이공원,어린이공원,,서울특별시 구로구 온수동 73-5호,37.494631,126.817658,475,체력단련시설 2점,"모래밭 1기, 시소 1기, 조합놀이 1기",,,,1978-06-07,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00035,와룡소공원,소공원,,서울특별시 구로구 온수동 155-3호 일대,37.496736,126.820991,2500,체력단련시설 4점,,,,,2008-08-28,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00036,갈매소공원,소공원,,서울특별시 구로구 온수동 155-44호 일대,37.496736,126.820991,3200,체력단련시설 8점,,,,,2008-08-28,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00037,삭새어린이공원,어린이공원,,서울특별시 구로구 궁동 237-6호 일대,37.496337,126.825012,2077,체력단련시설 11점,"모래밭 1기, 조합놀이 1기",,,,1979-08-30,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00038,수른어린이공원,어린이공원,,서울특별시 구로구 궁동 279-6호,37.497891,126.829601,332,체력단련시설 2점,조합놀이 1기,,,,1991-05-29,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00039,천왕도시자연공원,기타,,서울특별시 구로구 천왕동 산25-1호 일대,37.576299,126.932930,587860,"운동장 1개소, 배드민턴 2개소, 체력단력시설 14점",,"샘터 1개소, 파고라 1동",,,1971-08-06,서울특별시 구로구청,02-860-2396,2018-02-13
11530-00040,연지근린공원,근린공원,,서울특별시 구로구 천왕동 132-1호 일대,37.479003,126.838689,44478,체력단련시설 15점,,,,,2004-11-20,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00041,버들어린이공원,어린이공원,,서울특별시 구로구 천왕동 산21-1호 일대,37.481146,126.841975,6167,,"조합놀이 2기, 흔들놀이 6기, 시소 1기, 그네 1기",,,,2004-11-20,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00042,천왕근린공원,근린공원,,서울특별시 구로구 천왕동 233-2호 일대,37.476131,126.842310,33677,체력단련시설 9점,,,,,2004-11-20,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00043,천왕역소공원,소공원,,서울특별시 구로구 천왕동 13-56호,37.484825,126.840326,1712,,,,,,2006-11-13,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00044,이펜시아어린이공원,어린이공원,,서울특별시 구로구 천왕동 2-5호,37.483092,126.845813,1500,,조합놀이 1기,,,,2006-11-13,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00045,개명소공원,소공원,,서울특별시 구로구 천왕동 314-14호 일대,37.480377,126.839291,5415,,,,,,2006-11-13,서울특별시 구로구청,02-860-3084,2018-02-13
11530-00046,천왕2지구근린공원,근린공원,,서울특별시 구로구 천왕동 산13-1호 일대,37.484001,126.842245,60975,,,,,,2006-11-13,서울특별시 구로구청,02-860-3086,2018-02-13
11530-00047,푸른수목원,근린공원,,서울특별시 구로구 항동 10-1호 일대,37.484689,126.824437,100809,,,,,,2005-06-23,서울특별시 구로구청,02-860-3086,2018-02-13
