"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11110-00016,후창공원,소공원,서울특별시 종로구 평창 568-2,서울특별시 종로구 평창 568-2,37.6102580,126.9643650,1920,,,,,,2009-05-28,서울특별시 종로구청,02-2148-4156,2018-08-16
11110-00017,서린공원,소공원,서울특별시 종로구 종로 30-1 (서린동),서울특별시 종로구 서린 82,37.5699890,126.9809090,1514.7,,,,,,2009-05-28,서울특별시 종로구청,,2018-08-16
11110-00018,덕수공원,소공원,서울특별시 종로구 신문로1가 174-5,서울특별시 종로구 신문로1가 174-5,37.5694470,126.9746950,873,,,,,,2009-05-28,서울특별시 종로구청,,2018-08-16
11110-00019,경희궁공원,역사공원,서울특별시 종로구 새문안로 55 (신문로2가),서울특별시 종로구 신문로2가 2-1,37.5703030,126.9705310,100930,체력단련시설,,"자판기,음수대",,,2009-05-28,서울특별시 종로구청,02-2148-4144,2018-08-16
11110-00020,동묘공원,역사공원,서울특별시 종로구 난계로27길 84 (숭인동),서울특별시 종로구 숭인238-1,37.5731620,127.0182840,8450,,,"화장실,공중전화,음수대",탑기념비,,2009-05-28,서울특별시 종로구청,02-2148-4152,2018-08-16
11110-00021,마로니에공원,문화공원,서울특별시 종로구 대학로 104 (동숭동),서울특별시 종로구 동숭1-124,37.5806080,127.0024380,5802,,,,,,2009-05-28,서울특별시 종로구청,02-2148-4158,2018-08-16
11110-00022,삼청공원,근린공원,서울특별시 종로구 북촌로 134-1 (삼청동),서울특별시 종로구 삼청 산2-1,37.5906310,126.9859450,372418.4,"테니스장,농구장,배드민턴장,체력단련시설",,"화장실,샘터","동상,탑기념비",,2010-01-21,서울특별시 종로구청,02-2148-4150,2018-08-16
11110-00023,와룡공원,근린공원,서울특별시 종로구 와룡공원길 192 (명륜3가),서울특별시 종로구 명륜3가 산2-14,37.5908340,126.9906060,204369,"테니스장,배드민턴장,체력단련시설",,"화장실,음수대",,,2010-01-21,서울특별시 종로구청,02-2148-4150,2018-08-16
11110-00024,숭인공원,근린공원,서울특별시 종로구 동망산길 150 (숭인동),서울특별시 종로구 숭인58,37.5777030,127.0182250,45615,"농구장,배드민턴장,체력단련시설",,"화장실,음수대",,,2010-04-22,서울특별시 종로구청,02-2148-4152,2018-08-16
11110-00025,평창공원,소공원,서울특별시 종로구 평창 108-3,서울특별시 종로구 평창 108-3,37.6100960,126.9774390,1117.6,,,,,,2010-05-13,서울특별시 종로구청,,2018-08-16
11110-00026,동대문성곽공원,근린공원,서울특별시 종로구 종로6가 70,서울특별시 종로구 종로6가 70,37.5726370,127.0089190,11519.7,,,,,,2010-09-09,서울특별시 종로구청,02-2148-4158,2018-08-16
11110-00027,수송공원,근린공원,서울특별시 종로구 수송 80-7,서울특별시 종로구 수송 80-7,37.5739980,126.9811430,3567.2,,,,"동상,탑기념비",,2010-12-30,서울특별시 종로구청,,2018-08-16
11110-00028,지봉골공원,어린이공원,서울특별시 종로구 지봉로13길 14 (창신동),서울특별시 종로구 창신 산6-25,37.5791140,127.0147050,2508,,조합놀이,,,,2013-10-10,서울특별시 종로구청,02-2148-4156,2018-08-16
