"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11215-10302,목련공원,어린이공원,서울특별시 광진구 아차산로59길 49 (구의동),서울특별시 광진구 구의3동 223-4,37.540578,127.081741,989.8,,"조합놀이대, 그네",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10303,무궁화공원,어린이공원,서울특별시 광진구 광나루로52길 12 (구의동),서울특별시 광진구 구의3동 206-10,37.541247,127.085612,1041.7,,"조합놀이대, 그네",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10304,장미공원,어린이공원,서울특별시 광진구 구의강변로3길 39 (구의동),서울특별시 광진구 구의3동 590-2,37.536273,127.081372,986.5,,"조합놀이대, 그네, 흔들놀이기구",,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10305,푸른동산공원,어린이공원,서울특별시 광진구 광나루로44길 32 (구의동),서울특별시 광진구 구의3동 227-13,37.542853,127.082314,933.2,,"조합놀이대, 그네",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10306,구둘공원,어린이공원,서울특별시 광진구 자양로42길 44 (구의동),서울특별시 광진구 구의2동 60-8,37.548121,127.083357,788.1,,기타놀이기구,,,,1973-05-18,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10307,산마루공원,어린이공원,,서울특별시 광진구 구의2동 560-5,37.555048,127.086340,917,,"조합놀이대, 그네",,,,2015-11-19,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10308,구의공원,어린이공원,서울특별시 광진구 광나루로56길 86 (구의동),서울특별시 광진구 구의3동 546-2,37.536939,127.085825,10464,배드민턴장,"조합놀이대, 그네, 시소, 흔들놀이기구",화장실,,,1984-08-22,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10309,명성공원,어린이공원,,서울특별시 광진구 구의1동 249-25,37.541424,127.077953,548.4,,"조합놀이대, 그네",,,,2001-10-20,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10310,구의가로휴식공원,소공원,,서울특별시 광진구 구의동 589-4,37.536431,127.084515,95.2,,,,,,1971-11-26,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10401,온달공원,어린이공원,서울특별시 광진구 아차산로73길 15 (광장동),서울특별시 광진구 광장동 242-1,37.545863,127.095245,1012,,"조합놀이대, 그네, 흔들놀이기구",화장실,,경로당,1978-11-14,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10402,평강공원,어린이공원,,서울특별시 광진구 광장동 387-1,37.547986,127.091955,325,,그네,화장실,,,1984-05-18,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10501,약초원공원,소공원,,서울특별시 광진구 자양4동 553-22,37.533371,127.054402,1337,,,,,,1998-03-19,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10502,약초원공원,어린이공원,,서울특별시 광진구 자양4동 74-21,37.532914,127.057631,826,,"조합놀이대, 흔들놀이기구",,,,1967-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10503,정말공원,어린이공원,서울특별시 광진구 자양로13다길 34 (자양동),서울특별시 광진구 자양1동 619-20,37.533230,127.069573,989.4,,"조합놀이대, 그네, 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10504,자마장공원,어린이공원,서울특별시 광진구 자양로13길 41 (자양동),서울특별시 광진구 자양1동 630,37.534307,127.073428,998.8,,"조합놀이대, 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10505,장독골공원,어린이공원,서울특별시 광진구 아차산로40길 46 (자양동),서울특별시 광진구 자양1동 804-10,37.535642,127.069060,997.4,,"조합놀이대, 그네",화장실,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10506,언덕배기공원,어린이공원,서울특별시 광진구 뚝섬로62길 24 (자양동),서울특별시 광진구 자양2동 686-52,37.532018,127.079061,800.4,,"조합놀이대, 그네, 시소, 흔들놀이기구",화장실,,,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10507,금모래공원,어린이공원,서울특별시 광진구 뚝섬로56길 28 (자양동),서울특별시 광진구 자양2동 651-50,37.530164,127.082429,1022.5,,"조합놀이대, 그네",화장실,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10508,동자공원,어린이공원,서울특별시 광진구 자양번영로3길 16 (자양동),서울특별시 광진구 자양3동 582-19,37.531866,127.065504,985.9,,"조합놀이대, 시소",,,경로당,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10509,노유산공원,어린이공원,서울특별시 광진구 아차산로32길 17 (자양동),서울특별시 광진구 자양4동 5-7,37.539110,127.059742,993.1,,"조합놀이대, 그네, 시소, 흔들놀이기구",,,어린이집,1969-01-21,서울특별시 광진구청,02-450-7775,2018-02-23
11215-10514,세모꼴공원,소공원,,서울특별시 광진구 자양1동 859-1,37.321880,127.045410,862,,조합놀이대,,,,2009-06-04,서울특별시 광진구청,02-450-7775,2018-02-23
