"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11290-00004,청량,근린공원,서울특별시 성북구 석관동 산1-5,,37.604661,127.056385,762642,체력단련시설12,,"정자1, 장의자9",,,1940-03-12,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00005,모랫말,근린공원,서울특별시 성북구 하월곡동 90-206,,37.604825,127.032787,1740,체력단련시설7,"그네1, 시소1, 조합놀이대1",장의자14,,,1997-12-03,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00006,삼선,어린이공원,서울특별시 성북구 삼선동1가 303,,37.581748,127.009176,10957,"배드민턴장1, 체력단련시설30","그네2, 모래밭1, 시소1, 정글집1, 조합놀이대1","정자3, 야외탁자3, 장의자41",,,1978-05-30,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00007,범바위,어린이공원,서울특별시 성북구 안암동2가 140-3,,37.585257,127.021534,1514,체력단련시설10,"그네1, 시소1, 조합놀이대1","정자1, 장의자4",,,1940-03-12,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00008,꿈나라,어린이공원,서울특별시 성북구 보문동7가 108-2,,37.580024,127.023018,1564,체력단련시설6,"그네1, 시소1, 조합놀이대1","정자1, 장의자7",,,1940-03-12,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00009,배밭골,어린이공원,서울특별시 성북구 정릉3동 895-2,,37.607761,126.998946,263,체력단련시설3,"그네1, 시소1, 조합놀이대1",장의자4,,,1983-12-23,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00010,동산,어린이공원,서울특별시 성북구 하월곡동 96-165,,37.606265,127.034528,417,,"그네1, 모래밭1, 시소1, 조합놀이대1",장의자10,,,1983-12-23,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00011,밤골,어린이공원,서울특별시 성북구 하월곡동 산2-140,,37.607541,127.039921,600,체력단련시설3,"모래밭1, 시소1, 조합놀이대1",장의자4,,,1984-02-21,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00012,햇살,어린이공원,서울특별시 성북구 상월곡동 97-37,,37.605878,127.048602,300,체력단련시설3,"모래밭1, 조합놀이대1",장의자8,,,1983-12-23,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00013,향기,어린이공원,서울특별시 성북구 상월곡동 산1-1,,37.609166,127.045461,1000,,"그네1, 모래밭1, 조합놀이대1",장의자3,,,1983-12-23,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00014,동방,어린이공원,서울특별시 성북구 장위1동 219-223,,37.616598,127.043486,982,체력단련시설4,조합놀이대1,장의자7,,,1967-07-30,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00015,샛별,어린이공원,서울특별시 성북구 석관동 168-86,,37.614016,127.064186,1638,체력단련시설7,"그네1, 모래밭1, 시소1, 조합놀이대1",장의자8,,,1983-12-23,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00016,돌뫼,어린이공원,서울특별시 성북구 석관동 산1-77,,37.605054,127.052698,350,체력단련시설7,조합놀이대1,"정자1, 장의자6",,,1983-12-23,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00017,새소리,어린이공원,서울특별시 성북구 돈암1동 626-2,,37.600751,127.025382,1371,체력단련시설1,"그네1, 조합놀이대1",장의자3,,,1976-12-30,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00018,종암,어린이공원,서울특별시 성북구 종암동 104-6,,37.600081,127.037198,1514,,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자7",,,1991-02-11,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00019,솔향기,어린이공원,서울특별시 성북구 길음1동 1190,,37.608108,127.021295,4031,체력단련시설4,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자8",,,2003-12-05,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00020,해맑은,어린이공원,서울특별시 성북구 길음1동 591-17,,37.608493,127.020925,2089,체력단련시설1,,장의자2,,,2003-12-05,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00021,한울,어린이공원,서울특별시 성북구 정릉2동 169-6,,37.605709,127.013686,2675,체력단련시설8,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자4",,,2003-12-05,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00022,솔숲,어린이공원,서울특별시 성북구 정릉1동 170-10,,37.604746,127.014971,2922,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자4",,,2005-07-29,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00023,동망봉,어린이공원,서울특별시 성북구 보문동3가 229-1,,37.583465,127.016309,6730,체력단련시설3,조합놀이대1,"정자3, 장의자4",,,2007-10-04,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00024,맑은숲,어린이공원,서울특별시 성북구 장위동 317-1,,37.615609,127.050795,1601,,"그네1, 조합놀이대1",장의자4,,,2005-07-29,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00025,화랑,어린이공원,서울특별시 성북구 석관동 407-6,,37.608453,127.054559,2213,체력단련시설4,"그네1, 모래밭1, 조합놀이대1",장의자12,,,2004-11-17,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00026,매화,어린이공원,서울특별시 성북구 정릉1동 29-42,,37.600674,127.020471,1595,체력단련시설4,조합놀이대1,장의자6,,,2004-11-17,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00027,고암,어린이공원,서울특별시 성북구 종암동 133-5,,37.599243,127.031027,1449,체력단련시설3,조합놀이대1,장의자6,,,2005-06-02,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00028,종암6구역,어린이공원,서울특별시 성북구 종암동 3-55,,37.602273,127.033882,946,체력단련시설5,,장의자4,,,2005-09-08,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00029,길음8어린이1,어린이공원,서울특별시 성북구 길음1동 1284-14,,37.607521,127.018009,1580,체력단련시설3,,"정자1, 장의자4",,,2005-05-12,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00030,길음8어린이2,어린이공원,서울특별시 성북구 길음1동 1284-1,,37.607521,127.018009,2167,체력단련시설2,"모래밭1, 조합놀이대1","정자1, 장의자2",,,2005-05-12,서울특별시 성북구청,02-2241-3682,2018-03-06
11290-00031,종암5어린이1,어린이공원,서울특별시 성북구 종암동 134-3,,37.599625,127.038799,1788,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자2, 장의자2",,,2003-03-08,서울특별시 성북구청,02-2241-3682,2018-03-06
