"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11170-00014,이태원어린이공원,어린이공원,,서울특별시 용산구 이태원2동 286-1,37.5384049,126.9715029,2858,,"그네, 시소 등",화장실,,,1940-03-12,용산구청,02-2199-7605,2018-01-01
11170-00015,도원어린이공원,어린이공원,,서울특별시 용산구 도원동 21,37.5371453,126.9372625,1500,,"조합놀이대, 그네 등",화장실,,,1994-01-10,용산구청,02-2199-7605,2018-01-01
11170-00016,새꿈어린이공원,어린이공원,,서울특별시 용산구 동자동 8,37.5525555,126.956958,1828,,조합놀이대,화장실,,,1940-03-12,용산구청,02-2199-7605,2018-01-01
11170-00017,돌모루어린이공원,어린이공원,서울특별시 용산구 원효로97길 50,서울특별시 용산구 청파동3가 118-102,37.542817,126.950948,3447,,조합놀이대,"주차장, 화장실",,,1940-03-12,용산구청,02-2199-7605,2018-01-01
11170-00018,솔밭어린이공원,어린이공원,,서울특별시 용산구 한강로1가 30-3,37.5368647,126.9561206,2090,,조합놀이대,,,,2001-07-10,용산구청,02-2199-7605,2018-01-01
11170-00019,문배어린이공원,어린이공원,,서울특별시 용산구 문배동 24-1,37.5366168,126.952278,842,,"조합놀이대, 그네 등",,,,2003-06-30,용산구청,02-2199-7605,2018-01-01
11170-00020,후암어린이공원,어린이공원,,서울특별시 용산구 후암동 406-80,37.5472021,126.9661898,182,,,,,,2005-10-31,용산구청,02-2199-7605,2018-01-01
11170-00021,신창동어린이공원,어린이공원,,서울특별시 용산구 신창동 100,37.536658,126.9365643,257,,,,,,2003-02-20,용산구청,02-2199-7605,2018-01-01
11170-00022,서계가로어린이공원,어린이공원,,서울특별시 용산구 서계동 276-7,37.5512768,126.9467289,183,,,,,,2004-11-20,용산구청,02-2199-7605,2018-01-01
11170-00023,두텁바위어린이공원,어린이공원,,서울특별시 용산구 동자동 50,37.5520653,126.9560174,2623,,조합놀이대,,,,1978-07-30,용산구청,02-2199-7605,2018-01-01
11170-00024,이태원마을숲,소공원,,서울특별시 용산구 이태원2동 260-87,37.5412437,126.973988,867,,,,,,2010-05-13,용산구청,02-2199-7605,2018-01-01
11170-00025,독서당공원,소공원,,서울특별시 용산구 한남동 1-32,37.534464,126.9949606,469,,그네,,,,2010-05-13,용산구청,02-2199-7605,2018-01-01
11170-00026,한남공원,소공원,,서울특별시 용산구 한남동 15-5,37.5372292,126.9963543,432,,조합놀이대,,,,2010-05-13,용산구청,02-2199-7605,2018-01-01
11170-00027,이태원어린이놀이터,소공원,,서울특별시 용산구 이태원동 190-11,37.5356789,126.9724133,278,,조합놀이대,,,,2010-05-13,용산구청,02-2199-7605,2018-01-01
11170-00028,꿈나무공원,소공원,,서울특별시 용산구 이촌1동 301-86,37.5207914,126.9541925,1412,,조합놀이대,음수대,,,1972-02-16,용산구청,02-2199-7605,2018-01-01
11170-00029,이촌공원,소공원,,서울특별시 용산구 이촌2동 301-60,37.5228329,126.9465323,1736,,조합놀이대,음수대,,,1984-03-30,용산구청,02-2199-7605,2018-01-01
11170-00030,새푸리공원,소공원,,서울특별시 용산구 이촌동 399,37.5215957,126.9503273,231,,조합놀이대,,,,1992-12-24,용산구청,02-2199-7605,2018-01-01
11170-00031,강변공원,소공원,,서울특별시 용산구 이촌동 408,37.5213321,126.957519,1766,,조합놀이대,음수대,,,1995-02-22,용산구청,02-2199-7605,2018-01-01
11170-00032,비상공원,소공원,,서울특별시 용산구 이촌동 417,37.5223321,126.9538694,889,,조합놀이대,,,,2006-03-23,용산구청,02-2199-7605,2018-01-01
11170-00033,청탑공원,소공원,,서울특별시 용산구 이촌동 425,37.5177968,126.9598513,546,,,,,,2006-03-23,용산구청,02-2199-7605,2018-01-01
11170-00034,사촌공원,소공원,,서울특별시 용산구 이촌동 429,37.520616,126.9533986,1500,,조합놀이대,,,,2006-03-23,용산구청,02-2199-7605,2018-01-01
11170-00035,강변복지공원,소공원,,서울특별시 용산구 이촌동 421,37.5211082,126.9483746,377,,조합놀이대,,,,2006-03-23,용산구청,02-2199-7605,2018-01-01
11170-00036,해님공원,소공원,,서울특별시 용산구 문배동 45,37.5368048,126.9646487,1255,,그네,,,,2009-05-07,용산구청,02-2199-7605,2018-01-01
11170-00037,달님공원,소공원,,서울특별시 용산구 문배동 46,37.5368048,126.9646487,1195,,그네,,,,2009-05-07,용산구청,02-2199-7605,2018-01-01
11170-00038,이촌한우리공원,소공원,,서울특별시 용산구 이촌동 437,37.5185365,126.9476498,4325,,,음수대,,,2006-03-23,용산구청,02-2199-7605,2018-01-01
11170-00039,별님공원,소공원,,서울특별시 용산구 문배동 11-1,37.5381278,126.951653,1137,,,,,,2009-05-07,용산구청,02-2199-7605,2018-01-01
11170-00040,한강대로공원,소공원,,서울특별시 용산구 한강로3가 65-587,37.5278719,126.9543757,466,,,,,,2011-11-17,용산구청,02-2199-7605,2018-01-01
11170-00041,신계공원,역사공원,서울특별시 용산구 청파로 139-25,서울특별시 용산구 신계동 55,37.5353553,126.9602456,15000,,,"화장실, 음수대",,,1940-03-12,용산구청,02-2199-7603,2018-01-01
11170-00042,이태원부군당,역사공원,서울특별시 용산구 녹사평대로40다길 33,서울특별시 용산구 이태원동 191-3,37.5357468,126.9722381,2020,,,,"동상, 탑기념비",,2013-09-05,용산구청,02-2199-7593,2018-01-01
